"No.","Time","Source","Destination","Protocol","Length","Window size scaling factor","Calculated window size","Info"
"13379","15.140580","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=171564833 Win=360960 Len=0 TSval=3824111462 TSecr=3459221152"
"13381","15.143494","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=171595241 Win=360960 Len=0 TSval=3824111465 TSecr=3459221157"
"13383","15.146119","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=171627097 Win=360960 Len=0 TSval=3824111467 TSecr=3459221160"
"13385","15.149055","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=171658953 Win=360960 Len=0 TSval=3824111470 TSecr=3459221160"
"13388","15.151999","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=171692257 Win=360960 Len=0 TSval=3824111473 TSecr=3459221168"
"13390","15.154924","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=171724113 Win=360960 Len=0 TSval=3824111476 TSecr=3459221168"
"13393","15.157577","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=171757417 Win=360960 Len=0 TSval=3824111479 TSecr=3459221171"
"13395","15.160262","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=171789273 Win=360960 Len=0 TSval=3824111482 TSecr=3459221174"
"13398","15.163039","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=171824025 Win=360960 Len=0 TSval=3824111484 TSecr=3459221177"
"13400","15.165835","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=171855881 Win=360960 Len=0 TSval=3824111487 TSecr=3459221180"
"13402","15.168641","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=171889185 Win=360960 Len=0 TSval=3824111490 TSecr=3459221182"
"13404","15.171588","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=171921041 Win=360960 Len=0 TSval=3824111493 TSecr=3459221185"
"13406","15.174508","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=171954345 Win=360960 Len=0 TSval=3824111496 TSecr=3459221185"
"13408","15.177462","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=171986201 Win=360960 Len=0 TSval=3824111499 TSecr=3459221191"
"13410","15.180407","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172019505 Win=360960 Len=0 TSval=3824111502 TSecr=3459221191"
"13412","15.183326","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172051361 Win=360960 Len=0 TSval=3824111505 TSecr=3459221197"
"13414","15.186254","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172083217 Win=360960 Len=0 TSval=3824111508 TSecr=3459221200"
"13416","15.188837","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172113625 Win=360960 Len=0 TSval=3824111510 TSecr=3459221203"
"13419","15.191450","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172116521 Win=360960 Len=0 TSval=3824111513 TSecr=3459221208"
"13421","15.191596","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172146929 Win=360960 Len=0 TSval=3824111513 TSecr=3459221208"
"13423","15.194172","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172177337 Win=360960 Len=0 TSval=3824111515 TSecr=3459221208"
"13425","15.197032","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172181681 Win=360960 Len=0 TSval=3824111518 TSecr=3459221211"
"13427","15.197279","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172214985 Win=360960 Len=0 TSval=3824111519 TSecr=3459221211"
"13429","15.200331","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172246841 Win=360960 Len=0 TSval=3824111522 TSecr=3459221213"
"13431","15.202915","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172283041 Win=360960 Len=0 TSval=3824111524 TSecr=3459221213"
"13433","15.205917","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172312001 Win=360960 Len=0 TSval=3824111527 TSecr=3459221220"
"13435","15.208818","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172348201 Win=360960 Len=0 TSval=3824111530 TSecr=3459221220"
"13437","15.211733","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172377161 Win=360960 Len=0 TSval=3824111533 TSecr=3459221225"
"13439","15.214158","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172410465 Win=360960 Len=0 TSval=3824111535 TSecr=3459221225"
"13441","15.216939","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172442321 Win=360960 Len=0 TSval=3824111538 TSecr=3459221228"
"13443","15.219619","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172474177 Win=360960 Len=0 TSval=3824111541 TSecr=3459221233"
"13446","15.222522","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172504585 Win=360960 Len=0 TSval=3824111544 TSecr=3459221239"
"13448","15.224926","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172507481 Win=360960 Len=0 TSval=3824111546 TSecr=3459221242"
"13450","15.225175","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172537889 Win=360960 Len=0 TSval=3824111546 TSecr=3459221242"
"13452","15.227746","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172568297 Win=360960 Len=0 TSval=3824111549 TSecr=3459221242"
"13454","15.230330","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172572641 Win=360960 Len=0 TSval=3824111552 TSecr=3459221244"
"13456","15.230631","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172607393 Win=360960 Len=0 TSval=3824111552 TSecr=3459221244"
"13458","15.233621","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172637801 Win=360960 Len=0 TSval=3824111555 TSecr=3459221247"
"13460","15.236216","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172675449 Win=360960 Len=0 TSval=3824111557 TSecr=3459221247"
"13462","15.239264","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172702961 Win=360960 Len=0 TSval=3824111561 TSecr=3459221253"
"13464","15.242100","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172740609 Win=360960 Len=0 TSval=3824111563 TSecr=3459221253"
"13466","15.245126","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172768121 Win=360960 Len=0 TSval=3824111566 TSecr=3459221259"
"13468","15.247973","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172802873 Win=360960 Len=0 TSval=3824111569 TSecr=3459221259"
"13470","15.250811","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172833281 Win=360960 Len=0 TSval=3824111572 TSecr=3459221264"
"13472","15.253929","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172865137 Win=360960 Len=0 TSval=3824111575 TSecr=3459221267"
"13474","15.256815","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172896993 Win=360960 Len=0 TSval=3824111578 TSecr=3459221267"
"13477","15.259500","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172930297 Win=360960 Len=0 TSval=3824111581 TSecr=3459221276"
"13479","15.262669","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172962153 Win=360960 Len=0 TSval=3824111584 TSecr=3459221276"
"13482","15.265339","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=172995457 Win=360960 Len=0 TSval=3824111587 TSecr=3459221282"
"13484","15.268605","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173027313 Win=360960 Len=0 TSval=3824111590 TSecr=3459221282"
"13487","15.271270","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173063513 Win=360960 Len=0 TSval=3824111593 TSecr=3459221285"
"13489","15.274212","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173093921 Win=360960 Len=0 TSval=3824111595 TSecr=3459221288"
"13491","15.276747","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173128673 Win=360960 Len=0 TSval=3824111598 TSecr=3459221288"
"13493","15.279632","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173159081 Win=360960 Len=0 TSval=3824111601 TSecr=3459221293"
"13495","15.282262","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173193833 Win=360960 Len=0 TSval=3824111604 TSecr=3459221293"
"13497","15.285205","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173224241 Win=360960 Len=0 TSval=3824111606 TSecr=3459221299"
"13499","15.288165","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173256097 Win=360960 Len=0 TSval=3824111609 TSecr=3459221302"
"13501","15.290770","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173289401 Win=360960 Len=0 TSval=3824111612 TSecr=3459221302"
"13503","15.293523","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173321257 Win=360960 Len=0 TSval=3824111615 TSecr=3459221307"
"13506","15.296308","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173353113 Win=360960 Len=0 TSval=3824111618 TSecr=3459221313"
"13509","15.299017","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173384969 Win=360960 Len=0 TSval=3824111620 TSecr=3459221315"
"13511","15.301564","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173415377 Win=360960 Len=0 TSval=3824111623 TSecr=3459221315"
"13513","15.304123","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173419721 Win=360960 Len=0 TSval=3824111625 TSecr=3459221318"
"13515","15.304476","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173453025 Win=360960 Len=0 TSval=3824111626 TSecr=3459221318"
"13517","15.307275","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173484881 Win=360960 Len=0 TSval=3824111629 TSecr=3459221321"
"13519","15.309931","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173521081 Win=360960 Len=0 TSval=3824111631 TSecr=3459221321"
"13521","15.313682","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173550041 Win=360960 Len=0 TSval=3824111635 TSecr=3459221326"
"13523","15.315987","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173586241 Win=360960 Len=0 TSval=3824111637 TSecr=3459221326"
"13525","15.319038","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173615201 Win=360960 Len=0 TSval=3824111640 TSecr=3459221333"
"13527","15.321475","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173648505 Win=360960 Len=0 TSval=3824111643 TSecr=3459221333"
"13529","15.324469","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173680361 Win=360960 Len=0 TSval=3824111646 TSecr=3459221335"
"13531","15.327325","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173712217 Win=360960 Len=0 TSval=3824111649 TSecr=3459221341"
"13534","15.330272","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173742625 Win=360960 Len=0 TSval=3824111652 TSecr=3459221347"
"13536","15.332689","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173745521 Win=360960 Len=0 TSval=3824111654 TSecr=3459221350"
"13538","15.332932","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173775929 Win=360960 Len=0 TSval=3824111654 TSecr=3459221350"
"13540","15.335500","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173806337 Win=360960 Len=0 TSval=3824111657 TSecr=3459221350"
"13542","15.338087","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173810681 Win=360960 Len=0 TSval=3824111659 TSecr=3459221352"
"13544","15.338391","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173845433 Win=360960 Len=0 TSval=3824111660 TSecr=3459221352"
"13546","15.341311","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173875841 Win=360960 Len=0 TSval=3824111663 TSecr=3459221355"
"13548","15.343967","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173913489 Win=360960 Len=0 TSval=3824111665 TSecr=3459221355"
"13550","15.352181","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173941001 Win=360960 Len=0 TSval=3824111673 TSecr=3459221361"
"13552","15.354326","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=173978649 Win=360960 Len=0 TSval=3824111676 TSecr=3459221361"
"13554","15.357685","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174006161 Win=360960 Len=0 TSval=3824111679 TSecr=3459221371"
"13556","15.359888","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174040913 Win=360960 Len=0 TSval=3824111681 TSecr=3459221371"
"13558","15.362790","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174068425 Win=360960 Len=0 TSval=3824111684 TSecr=3459221377"
"13560","15.365537","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174071321 Win=360960 Len=0 TSval=3824111687 TSecr=3459221382"
"13562","15.365756","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174098833 Win=360960 Len=0 TSval=3824111687 TSecr=3459221382"
"13564","15.367994","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174126345 Win=360960 Len=0 TSval=3824111689 TSecr=3459221382"
"13566","15.370506","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174136481 Win=360960 Len=0 TSval=3824111692 TSecr=3459221385"
"13568","15.371255","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174166889 Win=360960 Len=0 TSval=3824111693 TSecr=3459221385"
"13570","15.373767","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174197297 Win=360960 Len=0 TSval=3824111695 TSecr=3459221387"
"13572","15.376311","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174201641 Win=360960 Len=0 TSval=3824111698 TSecr=3459221390"
"13574","15.376663","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174236393 Win=360960 Len=0 TSval=3824111698 TSecr=3459221390"
"13576","15.379646","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174266801 Win=360960 Len=0 TSval=3824111701 TSecr=3459221393"
"13578","15.382210","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174301553 Win=360960 Len=0 TSval=3824111703 TSecr=3459221396"
"13580","15.385150","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174331961 Win=360960 Len=0 TSval=3824111706 TSecr=3459221399"
"13582","15.387571","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174366713 Win=360960 Len=0 TSval=3824111709 TSecr=3459221399"
"13584","15.390517","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174397121 Win=360960 Len=0 TSval=3824111712 TSecr=3459221404"
"13586","15.393081","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174431873 Win=360960 Len=0 TSval=3824111714 TSecr=3459221404"
"13588","15.395965","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174462281 Win=360960 Len=0 TSval=3824111717 TSecr=3459221410"
"13590","15.398832","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174495585 Win=360960 Len=0 TSval=3824111720 TSecr=3459221410"
"13592","15.402754","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174527441 Win=360960 Len=0 TSval=3824111724 TSecr=3459221415"
"13594","15.405302","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174559297 Win=360960 Len=0 TSval=3824111727 TSecr=3459221418"
"13596","15.407985","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174589705 Win=360960 Len=0 TSval=3824111729 TSecr=3459221422"
"13599","15.410616","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174592601 Win=360960 Len=0 TSval=3824111732 TSecr=3459221427"
"13601","15.410743","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174623009 Win=360960 Len=0 TSval=3824111732 TSecr=3459221427"
"13603","15.413522","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174653417 Win=360960 Len=0 TSval=3824111735 TSecr=3459221427"
"13605","15.415941","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174657761 Win=360960 Len=0 TSval=3824111737 TSecr=3459221430"
"13607","15.416317","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174691065 Win=360960 Len=0 TSval=3824111738 TSecr=3459221430"
"13609","15.419461","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174722921 Win=360960 Len=0 TSval=3824111741 TSecr=3459221433"
"13611","15.422369","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174759121 Win=360960 Len=0 TSval=3824111744 TSecr=3459221433"
"13613","15.427053","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174788081 Win=360960 Len=0 TSval=3824111748 TSecr=3459221439"
"13615","15.428241","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174824281 Win=360960 Len=0 TSval=3824111750 TSecr=3459221439"
"13617","15.431195","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174853241 Win=360960 Len=0 TSval=3824111752 TSecr=3459221445"
"13619","15.433596","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174886545 Win=360960 Len=0 TSval=3824111755 TSecr=3459221445"
"13621","15.436353","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174918401 Win=360960 Len=0 TSval=3824111758 TSecr=3459221447"
"13623","15.439070","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174948809 Win=360960 Len=0 TSval=3824111760 TSecr=3459221453"
"13626","15.441681","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174979217 Win=360960 Len=0 TSval=3824111763 TSecr=3459221458"
"13628","15.444103","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=174983561 Win=360960 Len=0 TSval=3824111765 TSecr=3459221461"
"13630","15.444490","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=175012521 Win=360960 Len=0 TSval=3824111766 TSecr=3459221461"
